City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
677,Namanyere,TZ,61.52,broken clouds,-7.52,31.05,Manyovu Lodge
680,Le Mars,US,43.0,clear sky,42.79,-96.17,Holiday Inn Express & Suites Le Mars
682,Mwense,ZM,67.78,light rain,-10.38,28.7,GrandPalm Lodge
683,Kumluca,TR,59.27,clear sky,36.37,30.29,TurkuazKöy
684,Nantucket,US,48.2,scattered clouds,41.28,-70.1,Jared Coffin House
685,Rio De Loba,PT,50.0,broken clouds,40.67,-7.88,Pousada Viseu & charming SPA
686,Guerrero Negro,MX,64.38,clear sky,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
687,Gat,IL,57.2,clear sky,31.61,34.76,OlusHome
689,Doka,SD,68.67,clear sky,13.52,35.77,
690,Bath,GB,48.0,overcast clouds,51.38,-2.36,Francis Hotel Bath - MGallery
693,Blankenberge,BE,39.99,clear sky,51.31,3.13,Hotel Concordia
696,Marshall,US,51.01,clear sky,34.38,-86.33,Lake Guntersville Bed and Breakfast
699,Longkou,CN,40.05,overcast clouds,37.65,120.33,Pai Hotel Yantai Longkou City Heping Road
